name,street,zip_code,city
orthopädische universitätsklinik friedrichsheim ggmbh,marienburgstraße  2,60528,frankfurt
m&amp;i fachklinik bad heilbrunn,wörnerweg 30,83670,bad
hessische berglandklinik koller gmbh,landstr. 4,35080,bad
diakoniewerk münchen-maxvorstadt,arcisstr. 35,80799,münchen
klinik- und rehabilitationszentrum lippoldsberg gmbh,birkenallee 1,34399,wesertal-lippoldsberg
st. josef krankenhaus,mühlenstr. 31-35,53518,adenau
immanuel krankenhaus berlin - standort buch,lindenberger weg 19,13125,berlin
kliniken dritter orden ggmbh standort kinderklinik dritter orden passau,bischof-altmann-straße 9,94032,passau
krankenhaus bad waldsee,robert-koch-straße 38,88339,bad
"evangelisches krankenhaus, betriebsstätte dierdorf",hachenburger str. 16,56269,dierdorf
darmstädter kinderkliniken prinzessin margaret,dieburger str. 31,64287,darmstadt
klinikum forchheim - fränkische schweiz ggmbh,feuersteinstr. 2,91320,ebermannstadt
loreley-kliniken st. goar,gründelbach 38,56329,st.
st. anna-klinik,obere waiblinger str. 101,70374,stuttgart
chirurgische klinik münchen-bogenhausen,denninger str. 44,81679,münchen
sana-herzzentrum cottbus gmbh,leipziger straße 50,03048,cottbus
st.-elisabeth-krankenhaus,kurler str. 130,44319,dortmund
kreisklinik wolfhagen,am kleinen ofenberg 1,34466,wolfhagen
paracelsus klinik düsseldorf golzheim,friedrich-lau-strasse 11,40474,düsseldorf
"krankenhaus st. vincentius der evang. stadtmission heidelberg ggmbh, klinik für innere medizin",untere neckarstraße 1-5,69117,heidelberg
cip tagesklinik gmbh,maria-josepha-straße 4,80802,münchen
lwl-klinik marsberg (kinder- u. jugendpsychiatrie),bredelarer straße 33,34431,marsberg
"asklepios schwalm-eder-kliniken gmbh, klinikum melsungen",kasseler straße 80,34212,melsungen
capio franz von prümmer klinik,bahnhofstraße 16,97769,bad
mediclin robert janker klinik,villenstraße 8,53129,bonn
krankenhaus neuenbürg,marxzeller straße 46,75305,neuenbürg
schmerzklinik kiel,heikendorfer weg 9-27,24149,kiel
frauenklinik dr. geisenhofer,hirschauer str. 6,80538,münchen
ortenau klinikum achern-oberkirch (standort oberkirch),franz-schubert-straße 15,77704,oberkirch
st. josef-krankenhaus viernheim,seegartenstraße 4,68519,viernheim
schussental-klinik,safranmoosstraße  5,88326,aulendorf
bertha krankenhaus,maiblumen str. 5,47229,duisburg
medizinische klinik borstel,parkallee 35,23845,borstel
augusta-kranken-anstalt ggmbh bochum,dr.-c.-otto-str. 27,44879,bochum-linden
fachklinik osterhofen gmbh,plattlinger strasse 29,94486,osterhofen
ortenau klinikum wolfach,oberwolfacherstr. 10,77709,wolfach
srh krankenhaus pfullendorf,eichberg 2/1,88630,pfullendorf
mediclin krankenhaus am crivitzer see gmbh,amtsstraße 1,19089,crivitz
sana dreifaltigkeits-krankenhaus köln,aachener str. 445-449,50933,köln
helios klinik idstein,robert-koch-str. 2,65510,idstein
marienhaus klinikum st. josef bendorf,margaretha-flesch-platz 1,56170,bendorf
kreiskrankenhaus höchstadt,spitalstrasse 5,91315,höchstadt
klinik fuer psychiatrie und psychotherapie friedberg,johann-peter-schäfer str. 3,61169,friedberg
barmherzige brüder paul gerhardt haus regensburg,prüfeninger str. 86,93049,regensburg
st. hubertus-stift gmbh,klosterstraße 21a,50181,bedburg
kbo-inn-salzach-klinikum freilassing,vinzentiusstraße 56,83395,freilassing
kreiskliniken des landkreises mühldorf a. inn gmbh - klinik haag,krankenhausstr. 4,83527,haag
klinik für kinder- und jugendpsychiatrie wichernstift ggmbh,oldenburger straße 333,27777,ganderkesee
vamed klinik hagen ambrock,ambrocker weg 60,58091,hagen
klinikum osnabrücker land gmbh,hospitalweg 1,49124,georgsmarienhütte
standort frankfurt (oder),heinrich-hildebrand-straße 22,15232,frankfurt
sankt elisabeth hospital; st. lucia hospital harsewinkel,dechant-budde-weg 3,33428,harsewinkel
neurologisches fachkrankenhaus für bewegungsstörungen / pa,straße nach fichtenwalde 16,14547,beelitz
"barmherzige brüder saffig, fachklinik für psychiatrie und psychotherapie",pöschstrasse 18,56648,saffig
krankenhäuser nürnberger land gmbh - krankenhaus altdorf,neumarkter straße 6,90518,altdorf
lvr-klinik für orthopädie viersen,horionstraße 2,41749,viersen
"krankenhaus lübbecke-rahden, betriebsstelle rahden",hohe mühle 3,32369,rahden
kbo - heckscher-klinikum ggmbh münchen,deisenhofener straße 28,81539,münchen
krankenhaus marbach,im bannmüller 8,71672,marbach
klinik für kinder- und jugendpsychiatrie und psychotherapie,florentine-eichler-straße 1,51067,köln
ortenau klinikum lahr-ettenheim standort ettenheim,robert-koch-strasse 15,77955,ettenheim
bürgerhospital und clementine kinderhospital ggmbh,theobald-christ-str. 16,60316,frankfurt
kreisklinik vinzentinum ruhpolding,hauptstr. 24,83324,ruhpolding
psychiatrische fachklinik langenberg,krankenhausstr. 17,42555,velbert
marienstift arnstadt -fachklinik für orthopädie,wachsenburgallee  12,99310,arnstadt
urologische klinik münchen - planegg,germeringer straße 32,82152,planegg
rheumazentrum mittelhessen,sebastian-kneipp-str. 36,35080,bad
klinikum garmisch-partenkirchen aussenstelle murnau,professor-küntscher-straße 8,82418,murnau
tcm-klinik bad kötzting,ludwigstraße 2,93444,bad
mediclin herzzentrum lahr/baden,hohbergweg 2,77933,lahr/schwarzwald
sportklinik stuttgart gmbh,taubenheimstraße 8,70372,stuttgart
helios agnes-karll krankenhaus bad schwartau [bsc] [bsc],am hochkamp  21,23611,bad
euregio-klinik hannoverstraße gmbh,albert-schweitzer-straße 10,48527,nordhorn
rangauklinik ansbach,strüth 24,91522,ansbach
klinik st. irmingard,osternacher straße 103,83209,prien
mediclin kliniken bad wildungen fachklinik für akutpsychosomatik,ziergartenstraße 9,34537,bad
m&amp;i-fachklinik bad liebenstein,kurpromenade 2,36448,bad
st. nikolaus-hospital,grabenstr. 86-88,47546,kalkar
kinderhospital osnabrück,iburger straße 187,49082,osnabrück
kbo-lech-mangfall-klinik landsberg am lech,bgm.-dr.-hartmann-str. 50-52,86899,landsberg
illertalklinik illertissen,krankenhausstraße 7,89257,illertissen
klinik neustadt gmbh,seilersgründchen 8,96465,neustadt
klinikum landau-südliche weinstraße gmbh - klinik annweiler,georg-staab-straße 3,76855,annweiler
ev. krankenhaus enger ggmbh,hagenstraße 47,32130,enger
median klinik bad tennstedt,badeweg 2,99955,bad
median zentrum für verhaltensmedizin bad pyrmont - fachkrankenhaus,bombergallee 11,31812,bad
klinikum seefeld,hauptstraße 23,82229,seefeld-oberalting
martini-klinik am uke gmbh,martinistraße 52,20246,hamburg
st. elisabeth krankenhaus,warburger straße 6,34471,volkmarsen
bützow,am forsthof 3,18246,bützow
ameos klinikum preetz,am krankenhaus 5a,24211,preetz
klinikverbund allgäu ggmbh - klinik oberstdorf,trettachstraße 16,87561,oberstdorf
acura kliniken rheinland-pfalz gmbh akutzentrum,kaiser-wilhelm-str. 9-11,55543,bad
hassberg-kliniken haus ebern,coburger straße 21,96106,ebern
klinik josephinum gag,schönfeldstraße 16,80539,münchen
paracelsus-klinik bremen,in der vahr 65,28329,bremen
rommel-klinik gmbh,bätznerstr. 96-98,75323,bad
psychiatrisch-psychosomatische klinik celle,schlepegrellstraße 4,29223,celle
fachkrankenhaus für dermatologie schloss friedensburg gmbh,schloßstraße 25,07338,leutenberg
drk-kliniken nordhessen gemeinnützige gmbh standort bettenhausen,pfarrstraße 19,34123,kassel
"vamed klinik geesthacht: akutbereich, enthalten sind nur die daten der patientinnen/patienten der besonderen einrichtung, ohne patientinnen/patienten aus dem reha-bereich",johannes-ritter-straße 100,21502,geesthacht
neurologisches rehabilitationszentrum,muldentalweg 1,04828,bennewitz
"behandlungszentruam aschau, 83239 aschau i.ch., bernauer straße 18",bernauer straße 18,83229,aschau
median achertal-klinik ottenhöfen,markgraf-bernhard-straße 2,77883,ottenhöfen
klinik für geriatrie ratzeburg gmbh,röpersberg 47,23909,ratzeburg
krankenhaus wegscheid,marktstraße 50,94110,wegscheid
median klinik gunzenbachhof baden-baden,gunzenbachstraße 6,76530,baden-baden
fachklinik bad bentheim,am bade 1,48455,bad
veramedklinik am wendelstein,mühlenstrasse 60,83098,brannenburg
bdh-klinik vallendar ggmbh,heerstraße 54a,56179,vallendar
arcus klinik,rastatter str. 17-19,75179,pforzheim
asklepios harzklinik bad harzburg,ilsenburger straße 95,38667,bad
helios klinik oberwald grebenhain,an den mühlwiesen  14-17,36355,grebenhain
klinik öschelbronn,am eichhof 30,75223,niefern
vitos klinik bad wilhelmshöhe,herkulesstraße 111,34119,kassel
sana herzchirurgie suttgart gmbh,herdweg 2,70174,stuttgart
bdh-klinik greifswald ggmbh,karl-liebknecht-ring 26a,17491,greifswald
klinikum westbrandenburg gmbh - standort potsdam,charlottenstraße 72,14467,potsdam
helios seehospital sahlenburg,nordheimstraße  201,27476,cuxhaven
oberhavel klinik gransee gmbh,meseberger weg 12-13,16775,gransee
hospital zum heiligen geist,bachstraße 76,59590,geseke
scivias caritas ggmbh st. valentinus-krankenhaus,sebastian kneipp straße 11,65812,bad
fachklinik für neurologie dietenbronn gmbh,dietenbronn 7,88477,schwendi
lungenklinik neustadt gmbh,badestraße 23,99768,harztor
paracelsus krankenhaus,burghaldenweg 60,75378,bad
hufeland-klinik bad ems,taunusallee 5,56130,bad
krankenhaus norderney,lippestr. 9-11,26548,norderney
klinik für mic,kurstraße 11,14129,berlin
st. antonius krankenhaus hörstel - klinik für suchtmedizin und psychotherapie,krankenhausstraße 17,48477,hörstel
median heinrich-mann-klinik,heinrich-mann-straße  34,36448,bad
helios kliniken mittelweser,holzhäuser weg 28,31592,stolzenau
mediclin seidelklinik,hebelweg 4,79415,bad
johannesbad reha-kliniken gmbh &amp;amp; co. kg,johannesstraße 2,94072,bad
alexianer tönisvorst gmbh - krankenhaus maria-hilf,hospitalstraße 2,47918,tönisvorst
liebenau kliniken gemeinnützige gmbh | st. lukas-klinik,siggenweilerstr. 11,88074,meckenbeuren
bdh-klinik braunfels ggmbh,hubertusstraße 3-7,35619,braunfels
donau-ries-klinik oettingen,kellerstraße 15,86732,oettingen
diabeteszentrum bad lauterberg,kirchberg 21,37431,bad
klinik menterschwaige,geiselgasteigstraße 203,81545,münchen
allgemeinpsychiatrie und psm friedrichshafen-bodensee,röntgenstraße 8,88048,friedrichshafen
kinderklinik schömberg ggmbh,römerweg 7,75328,schömberg
parkinson klinik ortenau,kreuzbergstraße  12,77709,wolfach
werner-schwidder-klinik,herbert-hellmann-allee 38,79189,bad
"evangelisches krankenhaus bethanien ggmbh, tk gfw",gützkower landstrasse 69,17489,greifswald
ortho-klinik dortmund,virchowstraße 4,44263,dortmund
srh krankenhaus bad saulgau,gänsbühl 1,88348,bad
"helios weißeritztal-kliniken, klinik dippoldiswalde",rabenauer str. 9,01744,dippoldiswalde
lwl-klinik lengerich standort rheine,hörstkamp 12,48431,rheine
krankenhaus rheiderland,neue straße 22,26826,weener
arabella-klinik gmbh,arabellastraße 5,81925,münchen
paracelsus klinik münchen,klingsorstr. 5,81927,münchen
lungenfachklinik st. blasien,muchenländer str. 4,79837,st.
krankenhäuser nürnberger land gmbh - krankenhaus hersbruck,großviehbergstraße 8,91217,hersbruck
klinikum mittelbaden forbach,friedrichstraße 17,76596,forbach
klinikum main-spessart marktheidenfeld,baumhofstraße 93,97828,marktheidenfeld
klinikum mittelbaden baden-baden ebersteinburg,dr.-rumpf-weg 7,76530,baden-baden
felsenland klinik dahn,ingbert-naab-str. 6-8,66994,dahn
benedictus krankenhaus feldafing gmbh &amp;amp; co. kg,thomas-mann-straße 6,82340,feldafing
medical park bad camberg - fachklinik für neurologie -,obertorstraße 100-102,65520,bad
hinterzarten,erlenbrucker str. 14,79856,hinterzarten
drk kliniken berlin wiegmann klinik,spandauer damm 130,14050,berlin
mediclin klinikum soltau,oeninger weg 59,29614,soltau
m&amp;i fachklinik herzogenaurach,in der reuth 1,91074,herzogenaurach
sana kliniken leipziger land gmbh - klinik zwenkau,pestalozzistraße 9,04442,zwenkau
psychiatrische klinik wuppertal sanderstr. 7,sanderstr. 161,42283,wuppertal
ameos klinikum hameln,wilhelmstraße 5,31785,hameln
waldklinik bernburg,kesslerstrasse 08,06406,bernburg
epilepsieklinik tabor,ladeburger str. 15,16321,bernau
fachklinik st. lukas,nibelungenstr. 49,94086,bad
fachklinik waldeck,dr.-friedrich-dittmann-weg 1,18258,schwaan-waldeck
krankenhaus stockach,am stadtgarten 10,78333,stockach
acura kliniken albstadt gmbh,robert-koch-str. 26,72461,albstadt
st. hedwig-klinik,a2 3-7,68159,mannheim
sana-klinik nürnberg gmbh,weiltinger straße 11,90449,nürnberg
evangelische kliniken luise-henrietten-stift lehnin,klosterkirchplatz 8a,14797,kloster
georg-von-liebig-krankenhaus,rinckstraße 7 - 9,83435,bad
danuvius klinik neuburg,bahnhofstraße b107,86633,neuburg
deister süntel klinik,deisterallee 36,31848,bad
ameos klinikum kaiserstuhl,brunngasse 1,79235,vogtsburg-bischoffingen
klinik wartenberg - professor dr. selmair gmbh &amp; co. kg,badstraße 43,85456,wartenberg
helios dr. horst-schmidt-kliniken wiesbaden,aukammallee 39,65191,wiesbaden
medi-therm kliniken gmbh &amp;amp; co. kg,rosenheimer str. 6-8,83043,bad
median klinik nrz wiesbaden,aukammallee 39,65191,wiesbaden
waldklinik jesteburg,kleckerwaldweg 145,21266,jesteburg
srh fachkrankenhaus neresheim gmbh,kösinger straße 11,73450,neresheim
helios aukamm-klinik wiesbaden gmbh,leibnizstraße 21,65191,wiesbaden
neurologische klinik sorpesee gmbh &amp; co. kg,lindenstraße 22,59846,sundern
"marienhospital steinfurt; standort emsdetten, klinik für psychosomatik und psychotherapie",marienstr. 45,48282,emsdetten
asklepios harzklinik clausthal-zellerfeld,windmühlenstraße 1,38678,clausthal-zellerfeld
nierenzentrum heidelberg e.v.,im neuenheimer feld 162,69120,heidelberg
"epilepsiezentrum kleinwachau gemeinnützige gmbh, fachkrankenhaus für neurologie",wachauer str. 30,01454,radeberg
artemed fachklinik münchen,mozartstraße 14a-16,80336,münchen
"bezirkskrankenhaus memmingen klinik für psychiatrie, psychotherapie und psychosomatik am klinikum memmingen",bismarckstr. 23,87700,memmingen
"maria-theresia-klinik, fachklinik für chirurgie",bavariaring 46,80336,münchen
st. camillus,kirchstraße 12,47178,duisburg
kath. marien-krankenhaus lübeck gemeinnützige gmbh,parade  3,23552,lübeck
kbo-isar-amper-klinikum atriumhaus,bavariastraße 11,80336,münchen
ev. fachkrankenhaus für psychiatrie &amp;quot;hildegard von bingen&amp;quot;,suderöderstr. 11,06502,thale
psychiatrie schwäbisch hall ggmbh,ringstr. 1,74523,schwäbisch
ibbz krankenhaus gmbh klinik schöneberg,fuggerstraße 23,10777,berlin
kliniken schmieder stuttgart-gerlingen,solitudestrasse 20,70839,gerlingen
moritz klinik gmbh &amp;amp; co. kg,hermann-sachse-straße 46,07639,bad
burghof- klinik bad nauheim gmbh,burgallee 22,61231,bad
psychiatrisches krankenhaus rickling (tk norderstedt),beim umspannwerk 6 – 8,22844,norderstedt
mediclin klinik für akutpsychosomatik und psychotherapie,lug ins land 5,31848,bad
augenklinik berlin-marzahn gmbh,brebacher weg 15,12683,berlin
krankenhaus hardheim,wertheimer straße 95,74736,hardheim
stenum ortho gmbh,heilstättenweg 1,27777,ganderkesee
august-bier-klinik - neurologie und rehabilitation,diekseepromendade 7-11,23714,bad
zentrum für psychiatrie cham,august-holz-straße 1,93413,cham
klinik für gefässchirurgie und gefässmedizin im kreis ahrweiler,lindenstraße 7,53474,bad
helios orthoclinic hammelburg,ofenthaler weg 20,97762,hammelburg
scivias caritas ggmbh st. valentinus krankenhaus,suttonstr. 24,65399,kiedrich
sana kliniken des landkreises cham - krankenhaus bad kötzting,hauser straße 44,93444,bad
klinik amsee,amsee 6,17192,waren
krankenhaus bethanien plauen,dobenaustraße 130,08523,plauen
pius-hospital ochtrup,piusstr. 5,48607,ochtrup
klinik dr. hancken gmbh,harsefelder str. 8,21680,stade
"shg-kliniken sonnenberg, standort halberg",spitalstraße 2,66130,saarbrücken
asklepios neurologische klinik falkenstein,asklepiosweg 15,61462,königstein
günztalklinik allgäu,hagenmoos 1,87634,obergünzburg
tagesklinik westend,westendstr. 185,80686,münchen
atos klinik fleetinsel gmbh &amp;amp; co. kg,admiraltätstr. 3-4,20459,hamburg
ckip,hagelkreuzstr. 37,40721,hilden
kmg klinik boizenburg gmbh,vor dem mühlentor 3,19258,boizenburg
"klinik wirsberg, klinik für psychiatrie und psychotherapie",goldene adlerhütte 2,95339,wirsberg
dr. römer kliniken - akutklinik,altburger weg 2,75365,calw-hirsau
augenklinik herzog carl theodor,nymphenburger str. 43,80335,münchen
psychosomatische klinik bergisch gladbach,schlodderdicher weg 23 a,51469,bergisch
vorwerker fachklinik kinder- und jugendpsychiatrie (stat. bereich lübeck),triftstraße 139-143,23554,lübeck
"tagesklinik für onkologie, chronische erkrankungen im kinder- und jugendalter, dermatologie, neurologie, hno, gastroenterologie",ernst-heydemann-str. 6,18057,rostock
psychosomatische akut-klinik kassel-bad wilhelmshöhe,wigandstrasse 3-5,34131,kassel
gzw diabetes-klinik bad nauheim ggmbh,ludwigstraße 37 - 39,61231,bad
kbo-kinderzentrum münchen,heiglhofstraße 65,81377,münchen
hegau-bodensee-klinikum stühlingen,loretoweg 10,79780,stühlingen
clinic dr. decker gmbh,seestraße 10-12,80802,münchen
frauenklinik münchen west gmbh &amp;amp; co.kg,schmiedwegerl 2-6,81241,münchen
salzachklinik fridolfing,krankenhausstr. 1,83413,fridolfing
lwl-klinik dependance unna,holbeinstr 10,59423,unna
fachklinik freudenholm-ruhleben / klinische abteilung,missionsweg 3,24306,bösdorf
asklepios paulinen klinik wiesbaden tk rüdesheim,eibinger straße 9,65385,rüdesheim
vamed klinik hohenstücken [brbh],brahmstraße  38,14772,brandenburg
ökumenisches hainich klinikum - tagesklinik heiligenstadt,petristraße 51,37308,heilbad
sankt elisabeth krankenhaus kiel,königsweg 8,24103,kiel
psychotherapeutisches zentrum kitzberg-klinik gmbh &amp;amp; co.kg,erlenbachweg 22/24,97980,bad
tagesklinik für psychiatrie und psychotherapie landkreis tuttlingen,paul ehrlich weg 14,78549,spaichingen
gphs tagesklinik schwerte e. v.,kleppingstraße 21,58239,schwerte
klinik für kinderneurologie und sozialpädiatrie kinderzentrum maulbronn ggmbh,knittlinger steige 21,75433,maulbronn
vital klinik alzenau,streuweg 100,63755,alzenau
venen-clinic,hochstr. 23,53474,bad
klinik an der weißenburg,weißen 1,07407,uhlstädt-kirchhasel
bergman clinics hofgartenklinik,hofgartenstraße 6,63739,aschaffenburg
luisenklinik,luisenstr. 56,78073,bad
klinikum landkreis erding - außenstelle dorfen,erdinger straße 17,84405,dorfen
"kbo - heckscher-klinikum ggmbh, abteilung rottmannshöhe",dürrbergstraße 12,82335,berg
sana hanse-klinikum wismar- tk wis,dr.-unruh-straße 14,23970,wismar
paulinenkrankenhaus bad bentheim,paulinenweg 1,48455,bad
charlottenklinik für augenheilkunde,falkertstraße 50,70176,stuttgart
"bezirkskliniken schwaben, bezirkskrankenhaus donauwörth",neudegger allee 6,86609,donauwörth
asklepios klinik oberviechtach,teunzer str. 15,92526,oberviechtach
"drk fachklinik bad neuenahr für kinder- und jugendpsychiatrie, psychotherapie",lindenstraße 3-4,53474,bad
orthopädie bad hersfeld gmbh,am hopfengarten 16,36251,bad
kreisklinik freilassing,vinzentiusstr. 56,83395,freilassing
vitos psychiatrische tagesklinik bad homburg,zeppelinstraße 24,61348,bad-homburg
klinik sankt elisabeth ggmbh,max-reger-straße 5 - 7,69121,heidelberg
theresienklinik würzburg,domerschulstraße 1 + 3,97070,würzburg
helios klinik volkach,schaubmühlstraße 2,97332,volkach
krankenhaus markt werneck,balthasar-neumann-platz 5,97440,werneck
neurologische akutklinik bad zwesten,hardtstrasse 31,34596,bad
krh geriatrie langenhagen (akut-geriatrie),rohdehof  3,30853,langenhagen
pp.rt klink für psychiatrie und psychosomatik steinenberg,steinenbergstraße 31,72764,reutlingen
fachklinik für kinderneurologie und sozialpädiatrie königsborn,zimmerplatz 1,59425,unna
psychiatrisches behandlungszentrum waldshut,kaiserstrasse 106,79761,waldshut-tiengen
klinik charlottenhaus,gerokstraße 31,70184,stuttgart
fachkrankenhaus für geriatrie,hospitalstraße 34,01471,radeburg
waldhausklinik deuringen ggmbh,sandbergstraße 47-49,86391,stadtbergen
ameos klinikum inntal,jakob-weindler-str. 1,84359,simbach
hochtaunus-kliniken ggmbh - königstein geriatrie,woogtalstraße 7,61462,königstein
elbland rehabilitationsklinik großenhain,am bobersberg 4,01558,großenhain
asklepios westklinikum hamburg - tagesklinik altona,gasstraße 6b,22761,altona
tagesklinik am mühlenweg dülmen,mühlenweg 86,48249,dülmen
neurologisches rehabilitationszentrum godeshöhe e.v.,waldstraße 2-10,53177,bonn
dr. becker kiliani klinik,schwarzallee 10,91438,bad
hardtwaldklinik ii,hardtstraße 32,34596,bad
"tagesklinik für psychiatrie und psychotherapie, haus am maienplatz",waldburgstrasse 1,71032,böblingen
klinik haus vogt,dennenbergstr. 5,79822,titisee-
gfo kliniken bonn - betriebstätte st. franziskus,nikolausstraße 14,53129,bonn-kessenich
gemeinnützige gesellschaft für paritätische sozialarbeit tagesklinik für psychiatrie und psychotherapie,drechslerweg 25,55128,mainz
"uhlenhaus tagesklinik für psychiatrie, psychotherapie und alterspsychiatrie",rotdornweg 10,18439,stralsund
"tagesklinik kinder- und jugendpsychiatrie, tagesklinik psychiatrie",neue reihe 48,18209,bad
klinik dr. maul gmbh ingolstadt,östliche ringstraße 4,85049,ingolstadt
martin-luther-stiftung,martin-luther-anlage 8,63450,hanau
klinikum bad hersfeld - klinik am hainberg,ludwig-braun-str. 32,36251,bad
mediclin reha zentrum gernsbach,casimir-katz-straße 22,76593,gernsbach
hegau-jugendwerk gmbh,kapellenstraße 31,78262,gailingen
spillerstraße,spillerstraße 2a-b,23564,lübeck
kmg klinikum havelberg gmbh,domherrnstr. 10,39539,havelberg
internistische klinik dr. steger ag,philipp-kittler-str. 27,90480,nürnberg
fachklinik bokholt,hanredder 30-32,25335,bokholt-hanredder
hans carossa klinik stühlingen,hauptstr. 19,79780,stühlingen
thure von uexkuell klinik,badstr. 2,79286,glottertal
st. marien-hospital mülheim an der ruhr gmbh,muhrenkamp 9,45468,mülheim
orthoklinik lüneburg gmbh,ginsterweg 5-7,21335,lüneburg
fachkrankenhaus für psychiatrie und psychotherapie und tagesklinik für psychiatrie,johannesallee 9,24848,kropp
dr. frühauf klinik ohg,scheffelstr. 83,63071,offenbach
psychiatrisches krankenhaus rickling (tk bad segeberg),schillerstraße 13a,23795,bad
klinik dr. steib betriebs gmbh,adelheidstraße 18,61462,königstein
helios klinik wittingen gmbh,gustav-dobberkau-straße 5,29378,wittingen
helios amper-klinik indersdorf,maroldstraße 45,85229,markt
helios klinik kiel,hamburger chaussee 77,24113,kiel
allgemeinpsychiatrische tagesklinik kieler fenster,alte lübecker chaussee 1,24114,kiel
kinderzentrum pelzerhaken,zum leuchtturm 4,23730,neustadt
ameos klinikum kiel,tiroler ring 621-62,24147,kiel
lwl klinik dortmund - elisabeth-klinik -,marsbruchstrasse 162a,44287,dortmund
klinik sonthofen,prinz-luitpold-straße 1,87527,sonthofen
psychiatrische tagesklinik neumünster ggmbh,parkstr. 17,24534,neumünster
kirchberg-klinik bad lauterberg,kirchberg 7-11,37431,bad
"tagesklinik der ggp fachbereich kinder-und jugendpsychiatrie,-psychotherapie und psychosomatik 7-18 jahre",dierkower höhe 14,18146,rostock
geriatrische fachklinik rheinhessen-nahe akutgeriatrie,berliner straße 63-65,55583,bad
median klinik berlin kladow fachkrankenhaus für neurologische frührehabilitation,kladower damm 223,14089,berlin
median franz-alexander-klinik nordrach,im dorf 44,77787,nordrach
psychiatrisches krankenhaus rickling (tk kaltenkirchen),flottkamp 15a,24568,kaltenkirchen
klinik am park bad steben gmbh,berliner str. 2,95138,bad
klinikum westbrandenburg gmbh - standort brandenburg,hochstraße 29,14770,brandenburg
drk-fachklinik hahnknüll ggmbh,hahnknüll 58,24537,neumünster
johann-wilhelm-ritter-klinik zentrum für dermatologische phototherapie gmbh &amp;amp; co. kg,parkstr. 35-37,49214,bad
asklepios westklinikum hamburg - psychosomatische tagesklinik ulmenhof,ulmenstraße 29a,22299,hamburg
dr. ebel fachkliniken gmbh &amp;amp; co. vogelsbergklinik kg,jean berlit straße 31,36355,grebenhain
falkenried caduceus klinik,niendorfer weg 5,29549,bad
mariaberg - fachkrankenhaus kinder- und jugendpsychiatrie ggmbh,burghaldenstr. 12,72501,gammertingen
klinik dr. muschinsky,wiesenbek 7 - 10,37431,bad
lutrina klinik kaiserslautern,karl-marx-str. 33,67655,kaiserslautern
median klinik berus - fachkrankenhaus,orannastraße 55,66802,überherrn-berus
ev.-luth. diakonissenanstalt psychiatrische tagesklinik,marienhölzungsweg 21,24939,flensburg
fachklinik dres. denzel,gutenbergstraße 51,74074,heilbronn
asklepios fachklinikum stadtroda tk pößneck,kurzackerstr. 12,07381,pößneck
drk klinik mettlach für geriatrie und rehabilitation,saaruferstraße 10,66693,mettlach
vitos klinik bamberger hof,oeder weg 46,60318,frankfurt
nordblick augenklinik bellevue gmbh,lindenallee 21/23,24105,kiel
klinik parsberg,lupburger straße 11,92331,parsberg
klinik dr. becker gmbh,staufener straße 18,79189,bad
herz-zentrum bodensee,luisenstrasse 9a,78464,konstanz
westklinik dahlem betriebsgesellschaft mbh,clayallee 225b,14195,berlin
katholische kliniken ruhrhalbinsel (fachklinik kamillushaus gmbh),heidhauser str. 273,45239,essen
frauenklinik aschaffenburg,ziegelbergstr. 5,63739,aschaffenburg
asklepios klinik nord - tk volksd.,kattjahren 24,22359,hamburg
klinik flechsig gmbh,chemnitzstraße 33,24116,kiel
rheuma-klinik dr. lauven,bismarckstr. 7,32545,bad
"kbo - heckscher-klinikum ggmbh, abteilung rosenheim",ellmaierstraße 27,83022,rosenheim
ahrtal-klinik,hauptstr. 166,53489,sinzig-bad
st. johannes klinik,krankenhausstraße 1,91275,auerbach/opf.
kbo-isar-amper-klinikum tagesklinik und ambulanz münchen berg am laim,neumarkter straße 18,81673,münchen
helios universitätsklinikum wuppertal -schmerzklinik bergisch land,im saalscheid 5,42369,wuppertal
panoramaklinik esslingen,mühlbergstraße 66,73728,esslingen
median klinik nrz,forsthausweg 1,32105,bad
klinik am tharandter wald,herzogswalder straße 1,09633,halsbrücke
median klinik odenwald,ernst-ludwig-straße 106,64747,breuberg
praxisklinik mümmelmannsberg der klinikgruppe dr. guth gmbh &amp; co. kg,oskar-schlemmer-str. 9-17,22115,hamburg
st. mauritius therapieklinik,strümper str. 111,40670,meerbusch
johanniter-tagesklinik düsseldorf,marbacher str. 79,40597,düsseldorf
klinik für psychosomatische medizin und psychotherapie,an der hössen 23,26655,westerstede
psychiatrische tagesklinik pforzheim &amp;quot;alte mühle&amp;quot;,ludwig-wolf-straße 1,75181,pforzheim
bezirkskrankenhaus parsberg,robert-koch-straße 2,92331,parsberg
curschmann klinik der klinikgruppe dr. guth gmbh &amp; co. kg,saunaring 6,23669,timmendorfer
310klinik gmbh,neumeyerstr. 46-48,90411,nürnberg
"klinikum für psychiatrie, psychotherapie und psychosomatik des rudolf-sophien-stifts",leonberger straße 220,70199,stuttgart
fachkliniken hohenurach,immanuel-kant-straße 33,72574,bad
sana kliniken ostholstein gmbh - inselklinik fehmarn,mummendorfer weg 12,23769,burg
zweckverband krankenhaus st. camillus ursberg,dominikus--ringeisen-straße 20,86513,ursberg
berglandklinik lüdenscheid gmbh &amp; co. kg,am hundebrink 6,58511,lüdenscheid
